Gene_name,Ensmbl,Hevin_logFC,Hevin_logCPM,Hevin_F,Hevin_PValue,Hevin_adjP,LPS_logFC,LPS_logCPM,LPS_F,LPS_PValue,LPS_adjP
Adcy9,ENSMUSG00000005580,0.034780727,3.145939274,0.044226577,0.83685489,0.936488779,-0.975559672,3.145939274,32.70245504,8.54E-05,0.001066809
Adcyap1r1,ENSMUSG00000029778,0.08967966,1.093076294,0.033979073,0.856737073,0.945926825,0.618255237,1.093076294,1.61061143,0.227751875,0.403427947
Add1,ENSMUSG00000029106,0.151172467,7.210653274,1.587382905,0.230938413,0.540578793,-0.218395492,7.210653274,3.297152416,0.093688345,0.214437623
Add2,ENSMUSG00000030000,-0.35346505,0.902013205,0.289147206,0.600302695,0.834004012,-0.440218627,0.902013205,0.440780023,0.518922395,0.692134521
Add3,ENSMUSG00000025026,0.205135279,5.169434222,1.513196838,0.24152018,0.551909245,-0.280900862,5.169434222,2.79352779,0.1197181,0.255477091
Adgb,ENSMUSG00000050994,1.412114093,0.212951771,4.515084282,0.054376693,0.234690059,0.802288842,0.212951771,1.397997081,0.25927563,0.44124129
Adgra2,ENSMUSG00000031486,0.325638095,3.769580361,3.785772592,0.074755414,0.28688796,-0.376740284,3.769580361,4.91380121,0.046069484,0.127696601
Adgra3,ENSMUSG00000029090,-0.26445148,1.747617792,0.205834184,0.657904508,0.862428246,-0.128506475,1.747617792,0.047774374,0.83054484,0.908998383
Adgrb1,ENSMUSG00000034730,-0.127506018,0.229397355,0.059823228,0.81078336,0.925837616,0.45489336,0.229397355,0.738231573,0.4065611,0.592959374
Adgrb2,ENSMUSG00000028782,0.44122283,0.722542305,0.757883589,0.400561233,0.701630856,0.714309036,0.722542305,1.89900582,0.192592456,0.359959756
Adgrb3,ENSMUSG00000033569,0.541930251,-0.614791196,0.587990243,0.457574456,0.742671075,0.79346038,-0.614791196,1.256574223,0.283578957,0.469008372
Adgre1,ENSMUSG00000004730,0.579185772,8.743868726,64.98563307,2.84E-06,0.000219764,0.257556358,8.743868726,12.90458837,0.003528925,0.017916936
Adgre4,ENSMUSG00000032915,-1.233177682,0.551679872,8.159954412,0.014062315,0.099600643,-0.266391997,0.551679872,0.398579241,0.539308522,0.709656807
Adgre5,ENSMUSG00000002885,0.089120152,5.869160677,0.976511274,0.34198646,0.651490254,-0.879729929,5.869160677,92.05309181,4.35E-07,2.01E-05
Adgrf5,ENSMUSG00000056492,-0.029286743,5.16476891,0.004419492,0.948058062,0.98014307,0.292125076,5.16476891,0.439087467,0.519712239,0.692997311
Adgrg1,ENSMUSG00000031785,0.272461272,3.66862797,3.226660861,0.096880572,0.331624389,-0.029272875,3.66862797,0.036609928,0.851364321,0.919198912
Adgrg3,ENSMUSG00000060470,-0.470041753,0.90590794,0.397138508,0.540031229,0.797946763,0.148794076,0.90590794,0.040195529,0.844355395,0.915431837
Adgrg6,ENSMUSG00000039116,-0.89931003,1.750877007,5.361920161,0.038473879,0.188159907,1.362277581,1.750877007,13.13356951,0.003326195,0.017145055
Adgrl1,ENSMUSG00000013033,-0.022135084,5.090535467,0.021900908,0.884734609,0.958880661,-0.480390206,5.090535467,10.14552729,0.007573653,0.032390732
Adgrl2,ENSMUSG00000028184,0.274218753,7.439886845,7.209080558,0.019402585,0.122506726,0.793714376,7.439886845,59.63324956,4.45E-06,0.000116087
Adgrl3,ENSMUSG00000037605,0.071038401,1.116000508,0.023384349,0.880926543,0.958187917,0.567049714,1.116000508,1.4889026,0.245125615,0.424228941
Adgrl4,ENSMUSG00000039167,0.655497823,4.760280806,1.465882477,0.24860872,0.560651963,-0.105205634,4.760280806,0.037326286,0.849936393,0.918605998
Adgrv1,ENSMUSG00000069170,0.198739221,1.634796737,0.229853298,0.63999248,0.853532209,0.391649574,1.634796737,0.884624846,0.364932536,0.552643616
Adh5,ENSMUSG00000028138,0.141075784,5.674315389,3.995761379,0.068062814,0.269472595,-0.124702314,5.674315389,3.095473747,0.10318365,0.229976658
Adh7,ENSMUSG00000055301,-1.719957961,0.746878835,23.0682488,0.000395591,0.008079048,0.867953937,0.746878835,6.793277929,0.02247048,0.073590822
Adhfe1,ENSMUSG00000025911,-0.399574347,1.513160183,1.513211203,0.241518069,0.551909245,1.663833873,1.513160183,27.1520377,0.000197054,0.002027854
Adi1,ENSMUSG00000020629,0.365869502,4.632425418,8.195394999,0.013899428,0.098977267,-0.616123744,4.632425418,22.43033473,0.00044443,0.003697884
Adipor1,ENSMUSG00000026457,0.127242294,7.766179595,3.513106861,0.084676713,0.309390484,-0.450996427,7.766179595,43.80030152,2.12E-05,0.000374352
Adipor2,ENSMUSG00000030168,0.50430887,7.002348682,33.58133415,7.56E-05,0.002410539,-0.303597024,7.002348682,12.11811756,0.004344055,0.021085921
Adk,ENSMUSG00000039197,-0.108659498,2.933183824,0.51442496,0.486545316,0.762205626,-0.002156596,2.933183824,0.000204591,0.988815801,0.995869966
Adm,ENSMUSG00000030790,-0.455807484,4.526103098,3.825588828,0.073427333,0.282986177,1.375777919,4.526103098,34.68021232,6.51E-05,0.000868168
Adm2,ENSMUSG00000054136,-1.167964177,0.278178766,4.991116644,0.044639353,0.207049706,-0.880908318,0.278178766,2.823527074,0.117935759,0.252786538
Adnp,ENSMUSG00000051149,-0.353011118,2.158716537,2.434028853,0.14392062,0.416550504,-0.067394984,2.158716537,0.087797205,0.771909529,0.871996306
Adnp2,ENSMUSG00000053950,-0.298949455,6.60676668,9.879138111,0.008198502,0.070040031,0.299333174,6.60676668,9.917805923,0.008104156,0.034107824
Ado,ENSMUSG00000057134,0.026691105,5.437486575,0.035021183,0.854583904,0.945196969,-1.151703583,5.437486575,62.11902762,3.60E-06,0.000100762
Adora1,ENSMUSG00000042429,-0.274835696,0.553251957,0.22182917,0.645842251,0.856547991,0.083479605,0.553251957,0.020249958,0.8891314,0.941151133
Adora2a,ENSMUSG00000020178,-0.263574913,3.700367966,0.519940764,0.484264839,0.760749315,2.897304298,3.700367966,62.11512333,3.60E-06,0.000100762
Adora2b,ENSMUSG00000018500,-0.074075955,3.331551639,0.063615642,0.805009623,0.923376582,2.000546014,3.331551639,45.65002829,1.73E-05,0.000322392
Adora3,ENSMUSG00000000562,0.156387726,1.602157638,0.083291479,0.777661933,0.912897516,2.100339524,1.602157638,14.9963585,0.002098307,0.011946546
Adpgk,ENSMUSG00000025236,0.096236465,4.684277235,0.120311234,0.734523195,0.896692231,-0.142872591,4.684277235,0.261724014,0.617942232,0.767856478
Adprh,ENSMUSG00000002844,-0.091416006,6.346766398,0.729714817,0.409204981,0.708784947,0.012313771,6.346766398,0.013175972,0.910455387,0.953264097
Adprhl2,None,-0.132259537,4.444819354,0.771336834,0.396532771,0.698595966,-0.387394635,4.444819354,6.51108747,0.024880748,0.079742331
Adprm,ENSMUSG00000020910,-0.049901397,4.445398632,0.120014014,0.734837447,0.896692231,0.428495675,4.445398632,8.838000239,0.011297928,0.043856911
Adra1a,ENSMUSG00000045875,1.612030727,-0.904200192,3.340718629,0.091779606,0.321907078,1.340921049,-0.904200192,2.408744145,0.14584353,0.295487079
Adra2a,ENSMUSG00000033717,0.302433571,3.291374774,0.071101833,0.794129792,0.920334846,0.549662364,3.291374774,0.231619502,0.63872197,0.781838491
Adrb1,ENSMUSG00000035283,-0.890865483,0.321401517,2.455456471,0.142315869,0.41363483,-0.527211919,0.321401517,0.826729889,0.380584418,0.568223647
Adrb2,ENSMUSG00000045730,-0.404599143,4.029868957,4.244127862,0.061056037,0.252009335,-0.636219552,4.029868957,10.24374135,0.00735748,0.03167114
Adrbk1,None,-0.019145077,7.319253922,0.041395089,0.842083868,0.938632876,-0.22010972,7.319253922,5.447485335,0.037198611,0.108615462
Adrbk2,ENSMUSG00000042249,-0.358654166,3.965488706,7.570799287,0.017128992,0.112495793,0.480648923,3.965488706,13.70266373,0.002878531,0.015304721
Adrm1,ENSMUSG00000039041,-0.305804923,4.560714528,5.76528874,0.032881758,0.170214896,0.121179018,4.560714528,0.905851441,0.359434349,0.547453113
Adsl,ENSMUSG00000022407,-0.101284608,4.52573352,0.606762568,0.450645916,0.737434421,-0.151747301,4.52573352,1.349725956,0.267239888,0.450334362
Adss,ENSMUSG00000015961,-0.222320093,6.380708334,5.98736659,0.030216243,0.162618684,0.010572726,6.380708334,0.013526825,0.909276734,0.952718084
Adssl1,ENSMUSG00000011148,2.282053524,3.872959132,198.0893404,5.53E-09,2.59E-06,-0.731718733,3.872959132,19.54555528,0.00077505,0.005574778
Aebp1,ENSMUSG00000020473,-0.030023729,2.945552743,0.00795004,0.930378918,0.973536734,0.265574904,2.945552743,0.615342726,0.447536873,0.631073863
Aebp2,ENSMUSG00000030232,0.088437741,7.147335071,0.790372953,0.390938495,0.694873216,0.799669466,7.147335071,63.94892466,3.09E-06,9.01E-05
Aen,ENSMUSG00000030609,-0.14559098,5.414557803,1.930264552,0.1892174,0.487447506,0.22751001,5.414557803,4.711005137,0.050088818,0.136240461
Aes,None,0.16603448,4.651431512,2.486791375,0.140009277,0.408692505,-0.974529593,4.651431512,81.72349352,8.34E-07,3.30E-05
AF251705,None,0.382111026,5.166159803,9.330213057,0.009687154,0.077394395,-0.341774978,5.166159803,7.324136384,0.01864282,0.064021375
AF357359,None,0.792759935,-0.569081262,1.93674722,0.188527019,0.486144952,1.094333684,-0.569081262,3.683943034,0.078286563,0.188495716
AF357399,ENSMUSG00000077711,0.345934731,-0.430631878,0.753648175,0.401842629,0.702391353,0.449984305,-0.430631878,1.249098599,0.284949102,0.470525198
AF529169,ENSMUSG00000039313,0.980302111,1.938455058,10.53077181,0.006765939,0.061259974,-1.705847008,1.938455058,25.54207076,0.000256934,0.002459959
Afap1,ENSMUSG00000029094,0.092007028,4.292413621,0.361214632,0.558678622,0.810087472,0.266705419,4.292413621,3.015528533,0.107272025,0.236598778
Afap1l1,ENSMUSG00000033032,-0.615876977,4.828451091,36.75381884,4.95E-05,0.001769468,-0.336427528,4.828451091,10.99273214,0.005926728,0.026749686
Afap1l2,ENSMUSG00000025083,-0.956060697,2.620187936,6.442307326,0.025513767,0.14647309,0.652487294,2.620187936,3.151071612,0.100452802,0.22569286
Aff1,ENSMUSG00000029313,0.224997144,8.459790273,6.954025613,0.021220984,0.129652493,0.446420431,8.459790273,27.27810357,0.000193094,0.001996997
Aff2,ENSMUSG00000031189,-0.20312039,0.082593847,0.07320905,0.791179606,0.918785616,-0.366863785,0.082593847,0.240225437,0.632616282,0.778165899
Aff3,ENSMUSG00000037138,0.314726625,0.381803244,0.198406485,0.663701004,0.864773809,-0.092310377,0.381803244,0.016497319,0.899862736,0.947494862
Aff4,ENSMUSG00000049470,-0.026992069,9.386800307,0.147881916,0.707093579,0.885297721,0.398138331,9.386800307,32.0801905,9.33E-05,0.001147091
Afg3l1,ENSMUSG00000031967,-0.084447992,6.190599552,0.642121604,0.438056751,0.728646242,-0.074791713,6.190599552,0.501681214,0.491886644,0.669085471
Afg3l2,ENSMUSG00000024527,-0.252636759,7.46537472,4.795326425,0.048368643,0.217681351,0.818292896,7.46537472,49.85609024,1.11E-05,0.000231173
Afmid,ENSMUSG00000017718,0.26750537,2.696975635,1.715007662,0.214124716,0.520492727,-0.093739882,2.696975635,0.205809182,0.657923805,0.795581708
Afp,ENSMUSG00000054932,-0.776063734,3.659652141,31.23506228,0.000105419,0.003084302,-0.078557242,3.659652141,0.325393401,0.578592977,0.739012328
Aftph,ENSMUSG00000049659,0.008729651,7.667266342,0.011057121,0.917939432,0.969428928,0.606009564,7.667266342,52.92408752,8.23E-06,0.000184202
Aga,ENSMUSG00000031521,0.530219098,2.662343363,8.950785874,0.010902682,0.083326019,-0.354606446,2.662343363,3.844526295,0.072805691,0.178828978
Agap1,ENSMUSG00000055013,0.627240614,5.491159083,34.21956445,6.93E-05,0.002243156,-0.569078311,5.491159083,27.44699006,0.000187933,0.001956405
Agap2,ENSMUSG00000025422,-0.206763043,0.641866984,0.149182501,0.70587536,0.884666813,0.036843823,0.641866984,0.004722548,0.94630962,0.975463579
Agap3,ENSMUSG00000023353,0.082815693,5.869238885,0.516298916,0.485768443,0.76195004,-0.500855985,5.869238885,18.52772622,0.000955233,0.006521148
Agbl2,ENSMUSG00000040812,0.128219818,-0.253307538,0.038758247,0.847124162,0.940738693,-0.14792566,-0.253307538,0.051572348,0.824057218,0.905187257
Agbl3,ENSMUSG00000038836,0.168045171,0.965705833,0.376074142,0.550814992,0.80485306,-0.534466196,0.965705833,3.589397525,0.081747682,0.194262603
Agbl5,ENSMUSG00000029165,0.148982647,2.706961076,0.904675924,0.359735609,0.667293723,-0.382165661,2.706961076,5.771460372,0.032804004,0.099086628
Ager,ENSMUSG00000015452,0.274097653,1.016862741,0.67944771,0.425376775,0.719854101,0.264915898,1.016862741,0.614942407,0.447681141,0.631154884
Agfg1,ENSMUSG00000026159,-0.137258427,7.518999527,4.353055344,0.058258625,0.244625661,0.628859548,7.518999527,90.90412324,4.66E-07,2.13E-05
Agfg2,ENSMUSG00000029722,0.575077786,3.76183669,12.75580768,0.003668391,0.039995172,-1.117834642,3.76183669,44.73427782,1.91E-05,0.000345768
Aggf1,ENSMUSG00000021681,-0.209692758,5.756573724,6.724212288,0.023033891,0.136319012,0.151078308,5.756573724,3.487018831,0.085707483,0.201076559
Agk,ENSMUSG00000029916,-0.448524286,1.990354886,4.54667967,0.053656304,0.232622633,-0.182192457,1.990354886,0.748621579,0.403371676,0.589719285
Agl,ENSMUSG00000033400,0.256794247,6.218765017,6.924311569,0.021445646,0.130532081,-0.954828862,6.218765017,92.61510187,4.20E-07,1.99E-05
Agmo,ENSMUSG00000050103,0.213514678,2.265259426,0.720083477,0.412227491,0.710572887,0.385026574,2.265259426,2.319737104,0.152874655,0.305487944
Ago1,ENSMUSG00000041530,0.788478948,6.468456738,52.6254577,8.47E-06,0.000494906,-0.344317519,6.468456738,9.991955812,0.007926771,0.033584842
Ago2,ENSMUSG00000036698,-0.091382655,8.159974054,1.297795594,0.276184426,0.588942328,-0.102651878,8.159974054,1.635161292,0.224446916,0.399520455
Ago3,ENSMUSG00000028842,0.282598605,7.259538738,5.34949145,0.038663414,0.188786,0.493275851,7.259538738,16.22087593,0.001578517,0.009591814
Ago4,ENSMUSG00000042500,0.232119114,5.355885682,3.354611852,0.091180914,0.320954167,-0.744561041,5.355885682,33.39263409,7.76E-05,0.000993189
Agpat1,ENSMUSG00000034254,0.110408018,5.915109966,1.131771202,0.30771297,0.620918796,0.053105539,5.915109966,0.26011856,0.619011021,0.768596982
Agpat2,ENSMUSG00000026922,-0.209569363,4.813376052,2.218079041,0.161436259,0.445894092,-0.518293398,4.813376052,13.32682737,0.003165617,0.01649274
Agpat3,ENSMUSG00000001211,0.2513499,5.854656261,6.184421588,0.028063246,0.155210777,-0.47503304,5.854656261,21.68731762,0.000510428,0.004071385
Agpat4,ENSMUSG00000023827,-0.956719413,4.792131053,46.03093551,1.66E-05,0.000816278,0.464298181,4.792131053,11.1714952,0.005635116,0.025824212
Agpat5,ENSMUSG00000031467,-0.2106934,5.189951533,7.88577828,0.015401257,0.104943616,-0.348066529,5.189951533,21.30621541,0.000548674,0.004317248
Agpat6,None,0.063889191,6.790088503,0.62745965,0.443206079,0.732083245,0.046182337,6.790088503,0.326820995,0.577771626,0.738442913
Agpat9,None,-0.336556192,3.940932935,3.251343235,0.095747914,0.329627215,-0.588667578,3.940932935,9.717013025,0.008608354,0.035581033
Agps,ENSMUSG00000042410,0.026859806,6.802411085,0.090427764,0.768625553,0.909330743,-0.159970027,6.802411085,3.196686161,0.098278217,0.221938742
Agrn,ENSMUSG00000041936,-0.169957246,6.769966191,1.403515118,0.258385785,0.571087961,1.248442535,6.769966191,74.36674376,1.39E-06,4.92E-05
Agt,ENSMUSG00000031980,-0.915468327,-0.765028755,1.460544077,0.249425923,0.561092567,-0.297202345,-0.765028755,0.156451567,0.699177601,0.824285836
Agtpbp1,ENSMUSG00000021557,-0.264645813,5.150385426,2.778508871,0.120622935,0.375878785,-0.492689716,5.150385426,9.488229954,0.009228313,0.037472465
Agtrap,ENSMUSG00000029007,0.355645545,5.629886875,9.881562463,0.00819255,0.070040031,0.521504752,5.629886875,21.10108265,0.000570638,0.004439572
Ahctf1,ENSMUSG00000026491,-0.203262899,7.769083863,9.644745883,0.008798754,0.072763488,0.385909013,7.769083863,34.71060821,6.48E-05,0.000865417
Ahcy,ENSMUSG00000027597,0.13511613,3.556830796,0.870019973,0.368788587,0.676311251,0.274995568,3.556830796,3.584396615,0.081935874,0.194550872
Ahcyl1,ENSMUSG00000027893,-0.117861396,7.415695473,2.691009946,0.126066299,0.385685362,-0.227094555,7.415695473,9.956740647,0.008010441,0.033845076
Ahcyl2,ENSMUSG00000029772,0.089861313,6.571509664,1.590362922,0.230526323,0.540572624,-0.076171038,6.571509664,1.137024315,0.306640336,0.493618634
Ahdc1,ENSMUSG00000037692,0.303512508,4.514153864,5.35728609,0.038544418,0.188325219,-0.471309614,4.514153864,12.56295314,0.003858869,0.019281792
Ahi1,ENSMUSG00000019986,0.160919959,3.019662274,0.50824199,0.489124027,0.763619549,0.01884907,3.019662274,0.006868022,0.935277321,0.969203786
Ahnak,ENSMUSG00000069833,-0.116355081,10.1646304,0.455610389,0.51209494,0.779458486,0.02353361,10.1646304,0.018621068,0.893652877,0.943822226
Ahr,ENSMUSG00000019256,-0.747690959,5.917454967,24.3969974,0.00031256,0.006773376,0.128698746,5.917454967,0.73590962,0.407279254,0.593530531
Ahrr,ENSMUSG00000021575,-0.811578384,2.785151873,5.336588275,0.038861362,0.189434483,-2.253074803,2.785151873,35.93336626,5.51E-05,0.000763033
Ahsa1,ENSMUSG00000021037,0.005257765,6.502525924,0.003226285,0.955610872,0.983214471,0.046282707,6.502525924,0.249355457,0.626286987,0.774127769
Ahsa2,ENSMUSG00000020288,0.176331841,4.117169249,1.016233774,0.332715746,0.642922487,0.141486275,4.117169249,0.643326651,0.437637877,0.622364678
AI118078,None,1.747336851,0.345987615,9.987474394,0.007937362,0.068569755,4.048264896,0.345987615,53.47404927,7.81E-06,0.000177141
AI314180,None,0.039484927,8.17629806,0.237499755,0.634535065,0.851964394,0.217687513,8.17629806,7.205874567,0.019424273,0.065992606
AI413582,ENSMUSG00000062753,-0.427668084,2.580565405,3.755230938,0.075793877,0.289194115,-0.605600253,2.580565405,7.312145128,0.018720345,0.06420107
AI414108,None,0.474626258,0.623789217,0.542251313,0.475227027,0.754088199,0.823255911,0.623789217,1.720903224,0.213387469,0.386601942
AI427809,None,1.305797684,0.920353465,6.202489248,0.027875089,0.154706746,-0.24430098,0.920353465,0.203564578,0.659662002,0.79682216
AI429214,ENSMUSG00000074384,0.686487803,0.606593335,1.634745434,0.224502371,0.534286247,-0.301282679,0.606593335,0.289697878,0.599959824,0.754598122
AI450353,None,0.76194529,0.199709038,1.203481359,0.29351169,0.608259265,-0.345700857,0.199709038,0.220987908,0.64646309,0.786926967
AI464131,None,-0.33172016,1.18867377,1.690630468,0.217208772,0.525092727,0.36167128,1.18867377,2.030064229,0.178938368,0.341193654
AI467606,ENSMUSG00000045165,-0.413404547,3.932339463,6.960566774,0.021171901,0.129516457,-2.099124705,3.932339463,157.0092842,2.13E-08,2.08E-06
AI504432,ENSMUSG00000056145,3.882897382,5.183978413,1067.043582,2.19E-13,3.18E-09,0.716665988,5.183978413,40.35015727,3.17E-05,0.000502227
AI506816,ENSMUSG00000105987,-0.342849641,-0.660601946,0.509175635,0.488733103,0.763253906,0.323326901,-0.660601946,0.458280732,0.51088302,0.684993084
AI507597,ENSMUSG00000073731,-0.210072004,1.033395212,0.285354926,0.602675572,0.835461546,-1.032955711,1.033395212,6.396705108,0.025943977,0.082315376
AI593442,ENSMUSG00000078307,1.169495841,-0.957989778,2.206843595,0.162419326,0.447468628,0.87122331,-0.957989778,1.17777485,0.298495058,0.484637856
AI597479,ENSMUSG00000010290,0.344373932,4.084516272,5.164131659,0.04162644,0.197678011,0.277530526,4.084516272,3.330710039,0.092213874,0.211595698
AI607873,None,-0.668532211,10.12889827,23.98349516,0.00033601,0.007153613,0.886729216,10.12889827,41.94182764,2.63E-05,0.00043994
AI661453,ENSMUSG00000034382,1.310839611,0.833673304,10.75304223,0.006345908,0.058737011,-0.730414944,0.833673304,3.080773735,0.103920853,0.23116309
AI662270,ENSMUSG00000087107,-0.37737159,4.33115373,8.324162342,0.013325985,0.096165336,0.412159584,4.33115373,9.998576026,0.007911156,0.033528453
AI837181,ENSMUSG00000047423,0.127163683,5.259523678,0.982134098,0.340651582,0.650225079,0.056186341,5.259523678,0.190822076,0.669757018,0.803948172
AI839979,ENSMUSG00000107355,0.177402326,-0.360052953,0.124574694,0.730062878,0.895570258,0.823000688,-0.360052953,2.725635262,0.123876536,0.262463749
AI846148,None,-0.158294571,4.468339287,1.797722139,0.204077222,0.507188885,0.030804279,4.468339287,0.067829084,0.798806606,0.889527252
AI854517,None,0.867885784,-0.148787248,1.714252041,0.214219448,0.520570412,0.52445354,-0.148787248,0.593038987,0.455693697,0.637936079
AI987944,ENSMUSG00000056383,0.372587494,3.414692232,4.327509084,0.058900621,0.246114687,-0.350753655,3.414692232,3.742619281,0.076227784,0.185077342
Aida,ENSMUSG00000042901,0.030191414,5.462305863,0.033356947,0.858038833,0.946524503,0.583301554,5.462305863,12.389707,0.004039896,0.019960627
